seed,prompt_version,test,file_name,timestamp,prompt,prompt_subject,prompt_style
3697035738067059104,v3,Style,router_best_output_selector_00017_.png,2026-05-05T07:08:09.120788+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
3697035738067059104,v4,Style consistency,router_best_output_selector_00018_.png,2026-05-05T07:08:44.598702+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
3697035738067059104,v5,Composition,router_best_output_selector_00019_.png,2026-05-05T07:09:19.001158+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
3697035738067059104,v6,Density,router_best_output_selector_00020_.png,2026-05-05T07:09:55.727526+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
3697035738067059104,v7,Simple,router_best_output_selector_00021_.png,2026-05-05T07:10:30.825177+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
4756892756305239358,v1,Baseline,router_best_output_selector_00022_.png,2026-05-05T07:11:05.399090+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
4756892756305239358,v2,Subject,router_best_output_selector_00023_.png,2026-05-05T07:11:40.092344+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
4756892756305239358,v3,Style,router_best_output_selector_00024_.png,2026-05-05T07:12:14.908860+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
4756892756305239358,v4,Style consistency,router_best_output_selector_00025_.png,2026-05-05T07:12:49.931932+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
4756892756305239358,v5,Composition,router_best_output_selector_00026_.png,2026-05-05T07:13:25.669732+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
4756892756305239358,v6,Density,router_best_output_selector_00027_.png,2026-05-05T07:14:02.557003+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
4756892756305239358,v7,Simple,router_best_output_selector_00028_.png,2026-05-05T07:14:37.176953+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
50590660834359081,v1,Baseline,router_best_output_selector_00029_.png,2026-05-05T07:15:15.087324+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
50590660834359081,v2,Subject,router_best_output_selector_00030_.png,2026-05-05T07:15:51.251836+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
50590660834359081,v3,Style,router_best_output_selector_00031_.png,2026-05-05T07:16:27.334944+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
50590660834359081,v4,Style consistency,router_best_output_selector_00032_.png,2026-05-05T07:17:02.039465+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
50590660834359081,v5,Composition,router_best_output_selector_00033_.png,2026-05-05T07:17:38.042834+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
50590660834359081,v6,Density,router_best_output_selector_00034_.png,2026-05-05T07:18:12.800230+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
50590660834359081,v7,Simple,router_best_output_selector_00035_.png,2026-05-05T07:18:49.543311+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
665387876362229617,v1,Baseline,router_best_output_selector_00036_.png,2026-05-05T07:19:25.105501+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
665387876362229617,v2,Subject,router_best_output_selector_00037_.png,2026-05-05T07:20:00.621857+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
665387876362229617,v3,Style,router_best_output_selector_00038_.png,2026-05-05T07:20:36.865129+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
665387876362229617,v4,Style consistency,router_best_output_selector_00039_.png,2026-05-05T07:21:12.069912+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
665387876362229617,v5,Composition,router_best_output_selector_00040_.png,2026-05-05T07:21:46.635270+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
665387876362229617,v6,Density,router_best_output_selector_00041_.png,2026-05-05T07:22:21.114644+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
665387876362229617,v7,Simple,router_best_output_selector_00042_.png,2026-05-05T07:22:57.198334+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
1898533362038291164,v1,Baseline,router_best_output_selector_00043_.png,2026-05-05T07:23:32.167198+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
1898533362038291164,v2,Subject,router_best_output_selector_00044_.png,2026-05-05T07:24:07.188073+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
1898533362038291164,v3,Style,router_best_output_selector_00045_.png,2026-05-05T07:24:42.002400+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
1898533362038291164,v4,Style consistency,router_best_output_selector_00046_.png,2026-05-05T07:25:16.744213+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
1898533362038291164,v5,Composition,router_best_output_selector_00047_.png,2026-05-05T07:25:54.648649+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
1898533362038291164,v6,Density,router_best_output_selector_00048_.png,2026-05-05T07:26:32.418897+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
1898533362038291164,v7,Simple,router_best_output_selector_00049_.png,2026-05-05T07:27:07.083232+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
6263231862458477303,v1,Baseline,router_best_output_selector_00050_.png,2026-05-05T07:27:42.425278+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
6263231862458477303,v2,Subject,router_best_output_selector_00051_.png,2026-05-05T07:28:17.426122+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
6263231862458477303,v3,Style,router_best_output_selector_00052_.png,2026-05-05T07:28:53.109618+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
6263231862458477303,v4,Style consistency,router_best_output_selector_00053_.png,2026-05-05T07:29:28.619841+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
6263231862458477303,v5,Composition,router_best_output_selector_00054_.png,2026-05-05T07:30:03.190167+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
6263231862458477303,v6,Density,router_best_output_selector_00055_.png,2026-05-05T07:30:39.063163+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
6263231862458477303,v7,Simple,router_best_output_selector_00056_.png,2026-05-05T07:31:15.066222+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
8038420175316636725,v1,Baseline,router_best_output_selector_00057_.png,2026-05-05T07:31:50.910388+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
8038420175316636725,v2,Subject,router_best_output_selector_00058_.png,2026-05-05T07:32:26.257933+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
8038420175316636725,v3,Style,router_best_output_selector_00059_.png,2026-05-05T07:33:01.091521+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
8038420175316636725,v4,Style consistency,router_best_output_selector_00060_.png,2026-05-05T07:33:38.397276+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
8038420175316636725,v5,Composition,router_best_output_selector_00061_.png,2026-05-05T07:34:16.078975+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
8038420175316636725,v6,Density,router_best_output_selector_00062_.png,2026-05-05T07:34:51.270427+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
8038420175316636725,v7,Simple,router_best_output_selector_00063_.png,2026-05-05T07:35:25.986818+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
4594273174593857050,v1,Baseline,router_best_output_selector_00064_.png,2026-05-05T07:36:00.279967+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
4594273174593857050,v2,Subject,router_best_output_selector_00065_.png,2026-05-05T07:36:36.792499+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
4594273174593857050,v3,Style,router_best_output_selector_00066_.png,2026-05-05T07:37:11.467340+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
4594273174593857050,v4,Style consistency,router_best_output_selector_00067_.png,2026-05-05T07:37:46.682535+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
4594273174593857050,v5,Composition,router_best_output_selector_00068_.png,2026-05-05T07:38:21.134507+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
4594273174593857050,v6,Density,router_best_output_selector_00069_.png,2026-05-05T07:38:58.933185+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
4594273174593857050,v7,Simple,router_best_output_selector_00070_.png,2026-05-05T07:39:35.289057+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
