seed,prompt_version,test,file_name,timestamp,prompt,prompt_subject,prompt_style
1817777231737725390,v4,Style consistency,router_best_output_selector_00004_.png,2026-05-05T07:00:24.660990+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
1817777231737725390,v5,Composition,router_best_output_selector_00005_.png,2026-05-05T07:00:59.743474+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
1817777231737725390,v6,Density,router_best_output_selector_00006_.png,2026-05-05T07:01:37.091403+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
1817777231737725390,v7,Simple,router_best_output_selector_00007_.png,2026-05-05T07:02:12.592496+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
653998188085737190,v1,Baseline,router_best_output_selector_00008_.png,2026-05-05T07:02:50.874615+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
653998188085737190,v2,Subject,router_best_output_selector_00009_.png,2026-05-05T07:03:28.010123+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
653998188085737190,v3,Style,router_best_output_selector_00010_.png,2026-05-05T07:04:03.040588+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
653998188085737190,v4,Style consistency,router_best_output_selector_00011_.png,2026-05-05T07:04:38.356309+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
653998188085737190,v5,Composition,router_best_output_selector_00012_.png,2026-05-05T07:05:12.492209+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
653998188085737190,v6,Density,router_best_output_selector_00013_.png,2026-05-05T07:05:47.275206+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
653998188085737190,v7,Simple,router_best_output_selector_00014_.png,2026-05-05T07:06:21.217926+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
3697035738067059104,v1,Baseline,router_best_output_selector_00015_.png,2026-05-05T07:06:57.288759+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
3697035738067059104,v2,Subject,router_best_output_selector_00016_.png,2026-05-05T07:07:34.057764+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
3697035738067059104,v3,Style,router_best_output_selector_00017_.png,2026-05-05T07:08:09.120788+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
3697035738067059104,v4,Style consistency,router_best_output_selector_00018_.png,2026-05-05T07:08:44.598702+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
3697035738067059104,v5,Composition,router_best_output_selector_00019_.png,2026-05-05T07:09:19.001158+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style",A valiant Jedi Knight riding a unicorn in the Martian desert,"Low angle wide shot, full body Jedi riding a unicorn, centered composition, no cropping, Martian desert, Van Gogh oil painting style"
3697035738067059104,v6,Density,router_best_output_selector_00020_.png,2026-05-05T07:09:55.727526+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth",A valiant Jedi Knight riding a unicorn in the Martian desert,"Highly detailed oil painting in Van Gogh style, thick impasto, swirling brushstrokes, dramatic lighting, dust particles, atmospheric depth"
3697035738067059104,v7,Simple,router_best_output_selector_00021_.png,2026-05-05T07:10:30.825177+00:00,A Jedi riding a unicorn. Oil painting in Van Gogh style,A Jedi riding a unicorn,Oil painting in Van Gogh style
4756892756305239358,v1,Baseline,router_best_output_selector_00022_.png,2026-05-05T07:11:05.399090+00:00,A valiant Jedi Knight riding a unicorn in the Martian desert. Van Gogh style,A valiant Jedi Knight riding a unicorn in the Martian desert,Van Gogh style
4756892756305239358,v2,Subject,router_best_output_selector_00023_.png,2026-05-05T07:11:40.092344+00:00,"A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert. Van Gogh style","A valiant Jedi Knight riding a unicorn, full body unicorn, correct proportions, well-defined legs, realistic anatomy, no extra limbs, Martian desert",Van Gogh style
4756892756305239358,v3,Style,router_best_output_selector_00024_.png,2026-05-05T07:12:14.908860+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, thick impasto, swirling brushstrokes, vivid colors"
4756892756305239358,v4,Style consistency,router_best_output_selector_00025_.png,2026-05-05T07:12:49.931932+00:00,"A valiant Jedi Knight riding a unicorn in the Martian desert. Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting",A valiant Jedi Knight riding a unicorn in the Martian desert,"Oil painting in Van Gogh style, foreground and background share the same painterly texture and lighting"
